store,websites,attribute_set,type,categories,sku,has_options,name,url_key,country_of_manufacture,msrp_enabled,msrp_display_actual_price_type,meta_title,meta_description,image,small_image,thumbnail,custom_design,page_layout,options_container,gift_message_available,url_path,image_label,small_image_label,thumbnail_label,weight,price,special_price,msrp,status,visibility,brand_logo,tax_class_id,is_recurring,description,short_description,meta_keyword,custom_layout_update,news_from_date,news_to_date,special_from_date,special_to_date,custom_design_from,custom_design_to,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,low_stock_date,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,stock_status_changed_automatically,use_config_enable_qty_increments,product_name,store_id,product_type_id,product_status_changed,product_changed_websites,brand
admin,base,Default,simple,Shop by Category/Computers,DS2220xxx,0,Dell ST2220Twww,dell-st2220t,Pakistan,Use config,Use config,Dell ST2220T price in pakistan,"Buy Dell ST2220T Touchscreen Monitors in Lahore, Karachi, Islamabad, Peshawar, Rawalpindi, Quetta, Faisalabad, Multan, Sialkot, Abbottabad with best prices in Pak rupees.",http://www.rizshopping.pk/product_images/o/520/Dell-ST2220T-IPS-LCD-Panel-display-angles-view__42201.jpg,http://www.rizshopping.pk/product_images/o/520/Dell-ST2220T-IPS-LCD-Panel-display-angles-view__42201.jpg,http://www.rizshopping.pk/product_images/t/943/1__04961.jpg,,No layout updates,Product Info Column,No,dell-st2220t/,,,,1,29199,,,Enabled,"Catalog, Search",,None,No,"The new Dell ST2220T multi-touch monitor will change the way you look at, and interact with, life. Featuring an innovative 21.5 inch multi-touch screen with IPS technology, and multiple tilt angles, you and your friends and family will enjoy a stunning experience in a sleek design. Key Features   Enhanced touch experience for ultimate interaction Flexible tilt angles allow you to determine the best view for you Vibrant screen display with full HD resolution and a wide viewing angle   Ultimate touch experience The touch screen isnt just for your mobile device anymore. The new Dell ST2220T multi-touch monitor lets you interact with your PC like never before. With minimal lagging or smudging, youll enjoy quick and accurate touch response and full HD resolution. Adjust the 21.5 inch LCD screen to your own comfort level with flexible tilt angles that allow you to position the monitor the way you like it, including the ability to lay it completely flat great for gaming, watching movies and more.   All the right angles Complement your lifestyle with a monitor that is designed to move with you. For maximum comfort, its A-frame stand design allows flexible tilt adjustment so you can move the screen forward, backward and even flat when the stand is folded. Any way you look at it, the screen with anti-smudge coating makes your experience more enjoyable, thanks to IPS technology, which provides great color consistency across a wide viewing angle and enhances touch experience by minimizing a pooling effect on the panel. Multiple ports such as VGA, DVI, HDMI and USB (3), help you connect to your personal electronic devices.   Enhanced sharing experience The wide 178/178 (vertical/horizontal) typical viewing angle and built-in speakers can easily transform your monitor into a centerpiece of entertainment. Full HD resolution at 1920 x 1080 and a high dynamic contrast ratio of 50,000:1 (max) promise a more interactive experience with incredible viewing and multiple modes for a convenient and superb performance. Plus, the included power and DVI cables offer support of multiple usage scenarios so youre always ready to collaborate when it comes to entertainment.   Elegant, sleek and energy efficient The ST2220T looks sleek and has a high-gloss front bezel that can easily complement your desktop and fit into your home environment. Whats more, it is also energy efficient with a low power consumption that meets ENERGY STAR 5.0 requirements. ","The new Dell ST2220T multi-touch monitor will change the way you look at, and interact with, life. Featuring an innovative 21.5 inch multi-touch screen with IPS technology, and multiple tilt angles, you and your friends and family will enjoy a stunning experience in a sleek design.",,,,,,,,,0,0,1,0,0,1,1,1,0,1,0,5/7/2016 7:30,,1,0,0,1,1,0,1,0,0,1,1,Dell11 ST2220T,0,simple,,,Dell
